name,description,salary
"Full Stack Developer, Mid"," Job Description. Job Number: R0113781. Full Stack Developer, Mid The Challenge: Are you looking for an opportunity to not just develop software but to help build a system that will transform the way our client does business? As a Full-Stack Developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build web applications from vision to production-ready system. This role is more than just coding. We need a Full-Stack Developer who will use their passion to learn new tools and techniques and identify needed system improvements. Using Agile software development methodologies, you'll work with the development team to build customized Web applications using HTML5, CSS, JavaScript, and C#. You'll analyze the needs and the environment to help make sure the solution the team develops considers the current architecture and operating environment, as well as future functionality and enhancements. Empower change with us. You Have: years of experience with multiple software development languages, including C#, HTML5, CSS, and JavaScript. years of experience with Web development frameworks, including ASP.NET, ASP.NET MVC, Entity Framework, and jQuery. Knowledge of Repository and Unit of Work Pattern. Ability to learn new programming languages and technologies via self-study and collaboration with team members. Ability to obtain a security clearance. Bachelor's degree. Nice If You Have: Experience with AJAX, LINQ, and MS Identify Framework. Experience with Telerik Kendo JavaScript tools, code-first database design, and Microsoft Teams Foundation Server and Azure DevOps. Knowledge of Repository and Unit of Work Pattern. Secret clearance. Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you can expect: access to experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering a variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want, as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
"Full-Stack Developer, Mid"," Job Description. Job Number: R0116943. Full-Stack Developer, Mid The Challenge: Are you looking for an opportunity to not just develop software, but to build a system that will deliver cutting edge software to DoD and IC analysts at the forefront of today's National Security challenges? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build a next generation DevOps pipeline for the DoD from vision to production-ready system. This role is more than just coding. We need a full-stack developer who will use their passion to learn new tools and techniques, and to identify and implement system improvements. Using Amazon Web Services and Orchestration tools, you'll work with the development team to build a Secure DevOps pipeline usable across the community. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment, as well as future functionality and enhancements. Join us as we build systems to change software delivery within the DoD for the better. Empower change with us. You Have: -Experience with Cloud Services in AWS, including orchestration tools, such as Ansible, Puppet, or Chef -Experience with Scripting in PowerShell, Python, or Shell -Knowledge of configuring and maintaining DevOps tools, including Jenkins, Gitlab, Nexus, and Redmine -Ability to work in Agile teams and articulate progress -TS/SCI clearance -BA or BS degree Nice If You Have: -Experience with the use and configuration of AWS EC2, IAM, or S3 Cloud Trail services -Knowledge of software testing -Red Hat Certified Systems Administrator Certification -AWS SysOps, AWS Developer, or AWS DevOps Engineer Certification -Security+ Certification Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
"Full-Stack Developer, Mid"," Job Description. Job Number: R0116938. Full-Stack Developer, Mid The Challenge: Are you looking for an opportunity to not j us t develop sof tware, but to build a system that will deliver cutting edge sof tware to DoD and IC analysts at the forefront of today's National Security challenges? As a full-stack developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build a next generation DevOps pipeline for the DoD from vision to production-ready system. This role is more than j us t coding. We need a full-stack developer who will us e their passion to learn new tools and te chn iques, and to identify and implement system improvements. Us ing Amazon Web Services and Orchestration tools, you'll work with the development team to build a Secure DevOps pipeline us able across the community. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment, as well as future functionality and enhancements. Join us as we build systems to change sof tware delivery within the DoD for the better. Empower change with us. You Have: Experience with Cloud Services in AWS, including orchestration tools, such as Ansible, Puppet, or Chef. Experience with Scripting in PowerShell, Python, or Shell. Knowledge of configuring and maintaining DevOps tools, including Je nk ins, Gitlab, Nex us , and Redmine. Ability to work in Agile teams and articulate progress clearly. TS/SCI clearance. BA or BS degree. Nice If You Have: Experience with the us e and configuration of AWS EC2, IAM, or S3 Cloud Trail services. Knowledge of sof tware testing. RedHat Certified Systems Administrator Certification. Security+ Certification. Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that foc us es on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and te chn ical courses, certifications, and books. Build your te chn ical skills through hands-on training on the latest tools and tech from our in-ho us e experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
"Java Full Stack Developer, Senior"," Job Description. Job Number: R0118409. Java Full Stack Developer, Senior The Challenge: Are you looking for an opportunity to not j us t develop sof tware, but to build a system that will modernize mission systems at a national security agency? As a Full Stack Developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build a modern us er-centric web application micro-service from vision to production-ready system. We need an experienced Full Stack Developer who will us e their passion to guide a development team to learn new tools and te chn iques and identify and implement system improvements. This is an opportunity to help your c us tomer overcome their most difficult challenges us ing the latest architectural approaches like micro-services, containerization, including Docker and Kubernetes, cloud te chn ologies, including AWS, and continuo us delivery and automation alongside open source frameworks and tools. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment as well as future functionality and enhancements. Join us as we build systems to change an intelligence-driven and threat-foc us ed national security organization for the better. Empower change with us. You Have: years of experience with sof tware development. Experience in the analysis, design, development, implementation, testing, maintenance, quality assurance, troubleshooting, or upgrading of sof tware systems. Experience with Java and Spring framework. Experience with Hibernate and utilizing Oracle or Postgres relational databases. Experience with HTML, CSS, JavaScript, or Ajax. Experience with Relational Database Design. Top Secret clearance. BA or BS degree. Nice If You Have: Experience with working in an Agile development team. Experience with deployment cloud resources on AWS or Azure. Experience with DevSecOps and writing deployment automation scripts. Knowledge of server virtualization and containerized application architecture us ing Kubernetes or Docker. Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change. #LI-AH1.",No Salary Listed
"Java Full Stack Developer, Senior"," Job Description. Job Number: R0118410. Java Full Stack Developer, Senior The Challenge: Are you looking for an opportunity to not just develop software, but to build a system that will modernize mission systems at a national security agency? As a Full Stack Developer, you can solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for a developer with the skills needed to build a modern user-centric web application micro-service from vision to production-ready system. We need an experienced Full Stack Developer who will use their passion to guide a development team to learn new tools and techniques and identify and implement system improvements. This is an opportunity to help your customer overcome their most difficult challenges using the latest architectural approaches like micro-services, containerization, including Docker and Kubernetes, cloud technologies, including AWS, and continuous delivery and automation alongside open source frameworks and tools. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment as well as future functionality and enhancements. Join us as we build systems to change an intelligence-driven and threat-focused national security organization for the better. Empower change with us. You Have: -5+ years of experience with software development -Experience with the analysis, design, development, implementation, testing, maintenance, quality assurance, troubleshooting, or upgrading of software systems -Experience with Java and Spring framework -Experience with Hibernate and using Oracle or Postgres relational databases -Experience with HTML, CSS, JavaScript, or Ajax -Experience with Relational Database Design -Top Secret clearance -BA or BS degree Nice If You Have: -Experience with working in an Agile development team -Experience with deployment cloud resources on AWS or Azure -Experience with DevSecOps and writing deployment automation scripts -Knowledge of server virtualization and containerized application architecture using Kubernetes or Docker Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
Full Stack Developer," Job Description. Description. Job Description: Leidos is seeking a Full Stack Developer to support development of mission critical applications involving AI/ML capabilities for a prominent intelligence mission. As a senior member of the development team, the successful candidate will be responsible for the creation and ongoing iterative development of microservice APIs that expose a robust and changing data environment to client UIs, and work with UI code to ensure data is presented properly. The Full Stack developer will be coordinating between UX developers and other back-end developers to ensure that the entire web application functions properly and is well-built. Primary Responsibilities. Design, develop and deliver modern secure software applications to enable the intel mission. Support grooming of user stories, breakdown of development tasks and estimation of effort. Employ a test-first development approach and code unit and integration tests to mitigate defect risks. Design overall application architecture involving microservices, micro-frontends, APIs, integration patterns, database models and similar. Instrument secure coding practices adhering to OWASP and mitigate vulnerabilities early. Employ modern microservices and event-driven architecture using frameworks like Kafka. Build reusability in day to day development and maintain library of reusable components and services. Obsess on code quality by continuously monitoring SonarQube reports, performing peer reviews and ensure high test coverage. Work with UX engineers and business analysts to design impactful and intuitive interfaces. Collaborate with Software Factory team to achieve disciplined adoption of modern software development practices like TDD, BDD, CI/CD and similar. Troubleshoot defect issues, deduce root cause, and implement mechanisms to prevent reoccurrence and mitigate offshoot issues. Efficiently divide and conquer software development tasks with application developers. Actively seek ways to improve business software processes and interactions. Aid and support the coaching and training of other team members to achieve better quality. Basic Qualifications. years of experience developing distributed software applications using modern and open source technologies and frameworks. Have worked with TypeScript or JavaScript in a modern JS framework. Excel at server-side web development (Java, Python, PHP, Perl). Experience in transactional logic in relational data stores (SQL, JDBC, etc.). Experience with non-relational data stores and indexers (caching, Mongo, Elastic, etc.). Work with and model data effectively. Understand HTTP and HTTPS protocols, REST APIs. Bachelor's degree in Computer Science, Computer Engineering, Information Systems, or related discipline. US Citizenship is required due to the nature of the government contracts we support. Security Clearance. Candidates must already possess an active TS/SCI clearance. Candidates must be willing to obtain and maintain a polygraph. Preferred Qualifications. Experience developing AI/ML enabled applications for an intel mission. Experience with Python-based microservices (Flask, FastAPI). ReactJS with TypeScript a plus. Conversant with WebSockets. Experience with GraphQL. Pay Range:",No Salary Listed
Full Stack Developer," Job Description. Description. Job Description: Leidos is seeking a Full Stack Developer to support development of mission critical applications involving AI/ML capabilities for a prominent intelligence mission. As a senior member of the development team, the successful candidate will be responsible for the creation and ongoing iterative development of microservice APIs that expose a robust and changing data environment to client UIs, and work with UI code to ensure data is presented properly. The Full Stack developer will be coordinating between UX developers and other back-end developers to ensure that the entire web application functions properly and is well-built. Primary Responsibilities. Design, develop and deliver modern secure software applications to enable the intel mission. Support grooming of user stories, breakdown of development tasks and estimation of effort. Employ a test-first development approach and code unit and integration tests to mitigate defect risks. Design overall application architecture involving microservices, micro-frontends, APIs, integration patterns, database models and similar. Instrument secure coding practices adhering to OWASP and mitigate vulnerabilities early. Employ modern microservices and event-driven architecture using frameworks like Kafka. Build reusability in day to day development and maintain library of reusable components and services. Obsess on code quality by continuously monitoring SonarQube reports, performing peer reviews and ensure high test coverage. Work with UX engineers and business analysts to design impactful and intuitive interfaces. Collaborate with Software Factory team to achieve disciplined adoption of modern software development practices like TDD, BDD, CI/CD and similar. Troubleshoot defect issues, deduce root cause, and implement mechanisms to prevent reoccurrence and mitigate offshoot issues. Efficiently divide and conquer software development tasks with application developers. Actively seek ways to improve business software processes and interactions. Aid and support the coaching and training of other team members to achieve better quality. Basic Qualifications. years of experience developing distributed software applications using modern and open source technologies and frameworks. Have worked with TypeScript or JavaScript in a modern JS framework. Excel at server-side web development (Java, Python, PHP, Perl). Experience in transactional logic in relational data stores (SQL, JDBC, etc.). Experience with non-relational data stores and indexers (caching, Mongo, Elastic, etc.). Work with and model data effectively. Understand HTTP and HTTPS protocols, REST APIs. Bachelor's degree in Computer Science, Computer Engineering, Information Systems, or related discipline. US Citizenship is required due to the nature of the government contracts we support. Security Clearance. Candidates must already possess an active TS/SCI clearance. Candidates must be willing to obtain and maintain a polygraph. Preferred Qualifications. Experience developing AI/ML enabled applications for an intel mission. Experience with Python-based microservices (Flask, FastAPI). ReactJS with TypeScript a plus. Conversant with WebSockets. Experience with GraphQL. Pay Range:",No Salary Listed
Full Stack Developer," Job Description. BE PART OF A BANK LIKE NO OTHER. When you work with the world's most innovative companies, you know you're making a difference. Our clients are the game changers, leaders and investors who fuel the global innovation economy. They're the businesses behind the next medical breakthroughs. And the visionaries whose new technologies could transform the way people live and work. They come to SVB for our expertise, deep network and nearly forty years of experience in the industries we serve, and to partner with diverse teams of passionate, enterprising SVBers, dedicated to an inclusive approach to helping them grow and succeed at every stage of their business. Join us at SVB and be part of bringing our clients' world-changing ideas to life. At SVB, we have the opportunity to grow and collectively make an impact by supporting the innovative clients and communities SVB serves. We pride ourselves in having both a diverse client roster and an equally diverse and inclusive organization. And we work diligently to encourage all with different ways of thinking, different ways of working, and especially those traditionally underrepresented in technology and financial services, to apply. Job Description. Silicon Valley Bank is seeking an experienced Full Stack Developer that will report into the Sr. Manager, Marketing Technology to contribute to development of a world class marketing technology stack and deliver on innovation opportunities. Develop and sustain industry leading technology innovation to drive data-driven marketing and create client centric experiences. You have a strong understanding and aptitude for external digital and industry trends and can translate such trends into actionable innovation opportunities. Responsibilities: Technical development of new digital-age capabilities. Develop Proof of Concepts using UI tools such as HTML5, CSS by translating designer mock-ups, wire frames and data flows. Lead, evaluate and oversee technical solutions provided by agencies/vendors. Responsible for recommending solutions to Sr. Mgr. Marketing Technology, Director, Marketing Technology and Analytics and Head of Marketing Innovation which would be adopted. Provides recommendations on system and process enhancements, e merging technologies/new initiatives, data governance improvements, new standards and frameworks. Strong Agile development expertise. Deep knowledge in developing full stack web solutions. Design and Development. Concepting, creating and building web applications in partnership with product, UX and design teams to deliver world class customer experiences. Working through the website development lifecycle to launch. Designing user-based interactions through effective front-end architecture. Troubleshooting issues and problem solving as necessary. Resolve all issues raised during the different technical and functional testing stages. Create required technical documentation. Write unit tests to ensure enable automation and continuous delivery. Develop and maintain highly reliable and scalable code. Conduct code and design reviews and collaborate closely with IT and security architects. Develop Proof of Concepts using UI tools such as HTML5, CSS by translating designer mock-ups, wire frames and data flows. Lead, evaluate and oversee technical solutions provided by agencies/vendors. Develop Proof of Concepts using HTML5, CSS. jQuery and JavaScript by translating designer mock-ups, wire frames and data flows.% Support. Provide feedback on technical feasibility during ideation and prototyping. Working off of prototypes created by the UI/UX designer, build, unit test, and merge the code to bring the designs to fruition. Assist with the triage, root cause analysis, and fixing of any front-end defects raised during testing.% Decisions. Occasionally makes recommendations that require approval; does not make impactful decisions that do not require approval. Routinely follows defined process. Types of decisions include design approach, software build, and quality assurance approach. Skills and Competencies. Passion for agile software processes, data-driven development, reliability, and experimentation. Strong analytical and problem-solving skills; ability to combine attention to detail with big picture perspective. Demonstrates excellent oral and written communication skills. Ability to multi-task a variety of initiatives/ projects in a fast-paced environment. Ability to flex and navigate effectively through ambiguity. Strategic thinker and creative problem solver always looking for most optimal solution. Good planner; capability to ""look around the corner"" to determine risks and mitigating strategies. Strong work ethic and ability to work well in a team environment. Results driven. Required Education and Experience. Bachelor's degree in Computer Science, MIS, or Engineering, or equivalent experience. years of experience developing full stack web solutions. years of experience working in marketing organizations. Hands on experience working with ASP.Net. JavaScript, html, CSS. Hands on API/RESTful API development. Comfortable writing SQL Queries, designing tables and communicating with databases through code. Preferred Education and Experience. years in B2B marketing / financial services. Epi server is a huge plus. ©21 SVB Financial Group. All rights reserved. SVB, SVB FINANCIAL GROUP, SILICON VALLEY BANK, MAKE NEXT HAPPEN NOW and the chevron device are trademarks of SVB Financial Group, used under license. Silicon Valley Bank is a member of the FDIC and the Federal Reserve System. Silicon Valley Bank is the California bank subsidiary of SVB Financial Group (Nasdaq: SIVB ). Equal Employment Opportunity. Silicon Valley Bank is an equal opportunity employer and is dedicated to expanding its commitments and investments to create a more diverse, equitable and inclusive company culture and innovation ecosystem. We are strongly committed to the values and policy of equal employment opportunity across our employment practices. Silicon Valley Bank is registered in England and Wales at Alphabeta,-18 Finsbury Square, London EC2AR, UK under No. FC029579. Silicon Valley Bank is authorised and regulated by the California Department of Business Oversight and the United States Federal Reserve Bank; authorised by the Prudential Regulation Authority with number7295; and subject to regulation by the Financial Conduct Authority and limited regulation by the Prudential Regulation Authority. Details about the extent of our regulation by the Prudential Regulation Authority are available from us on request.",No Salary Listed
"Full Stack Developer, Mid"," Job Description. Job Number: R0118624. Full Stack Developer, Mid The Challenge: Are you looking for an opportunity to build powerho us e systems that will modernize cybersecurity? You know a good system is more than j us t a nice-looking interface + data. As a full-stack developer, you'll solve a problem with a complete end-to-end solution in a fast-paced, agile environment. We're looking for someone like you with the skills and experience to build enterprise capabilities. As a sof tware engineer on our team, you'll overcome their complex te chn ical challenges us ing the latest architectural approaches like microservices, cloud and pub/sub distributed systems alongside open-source frameworks and cloud services. You'll us e your passion to learn new tools and te chn iques, identify and implement system improvements, and mentor teammates. You'll analyze the needs and the environment to make sure the solution you're developing considers the current architecture and operating environment, as well as future functionality and enhancements. Work with us as we build systems to change cybersecurity for the better. Join us. The world can't wait. You Have: years of experience with working on sof tware development teams. years of experience in programming and design patterns, including Python, C#, or Java. Experience with databases, including SQL, Graph or NoSQL. Knowledge of programming fundamentals, concepts, and language mechanics. Ability to understand web te chn ologies, web applications, sof tware systems, networks, and security. Secret clearance. HS diploma or GED. Nice If You Have: Experience with HTML, CSS, JavaScript, jQuery, d3, React, or Vue. Experience with CI/CD tools. Experience with Web Service and API development. TS/SCI clearance. BS degree in CS or related technical field. Clearance: Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Secret clearance is required. Build Your Career: A challenging and dynamic work environment isn't all we have to offer. When you join Booz Allen, you'll have access to: experts in virtually every field. a culture that focuses on supporting our employees. opportunities that provide stability while offering variety. You'll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than00 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We'll help you develop the career you want as you chart your own course for success. We're an EOE that empowers our people-no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic-to fearlessly drive change.",No Salary Listed
.NET Full-Stack Developer," Job Description. Aon is looking for a .Net Full Stack Developer As part of an industry-leading team, you will help empower results for our clients by delivering innovative and effective solutions supporting Aon's Wealth Practice located anywhere in the U.S. Virtual even post-pandemic. In this role you will be involved with the entire application development lifecycle ranging from the initial feasibility analysis to requirements, design, development, testing, implementation, and production support. You will partner with our internal clients, vendors, and other colleagues to drive solution development forward. This role involves hands-on, full-stack development including front-end, middle tier, and back-end. Our applications are built on the .NET stack, using technologies such as C#, .NET Core Framework, and SQL Server. Responsibilities: Design, Develop, and Implement software solutions across the entire development stack (front-end, middle-tier, and back-end). Collaborate with business and technical team members on analysis and requirements. Provide technical assistance to other developers. Work with IT teams to craft, implement, and manage infrastructure. Provide ongoing application support and troubleshooting. Assist with prioritizing, requirements gathering, project management, and quality assurance. Proactively identify risk areas and opportunities for improvement. Continually learn, implement, and apply software development standard methodologies, tools and techniques. Y ou Bring Knowledge and Expertise Required Experience: years of C# software engineering experience, and the ability and willingness to explore other programming languages. Demonstrated ability to quickly learn new technologies and new business domains. Preferred Experience: Experience with Java. Familiarity with fundamental investment concepts. Experience with software containers and container management. Exposure to actuarial principles. Hands-on infrastructure management experience. Education: BA/BS in Computer Science or related field. #DICE We offer you A total rewards package, continuing education and training, and tremendous potential with a growing worldwide organization. The salary range for this position is $95,000 $120,000 annually. This salary range is an estimate, and the actual salary will vary based on applicant's education, experience, skills, and abilities, as well as internal equity and alignment with market data. The salary may also be adjusted based on applicant's geographic location. This position is eligible to participate in one of Aon's annual incentive plans. The amount of the incentive varies and is subject to the terms and conditions of the applicable incentive plan. Aon offers a comprehensive package of benefits for full-time and regular part-time colleagues, including, but not limited to: a1(k) savings plan with employer contributions; an employee stock purchase plan; medical, dental and vision insurance, various types of leaves of absence, paid time off, including sick days and vacation days, short-term disability and optional long-term disability, health savings account, health care and dependent care reimbursement accounts, employee and dependent life insurance and supplemental life and ADand D insurance; optional personal insurance policies, adoption assistance, tuition assistance, commuter benefits, and an employee assistance program that includes free counseling sessions. Eligibility for benefits are governed by the applicable plan documents and policies. Our Colleague Experience: From helping clients gain access to capital after natural disasters, to creating access to health care and retirement for millions, Aon colleagues empower results for our clients, communities, and each other every day. They make a difference, work with the best, own their potential, and value one another. This is the Aon Colleague Experience, defining what it means to work at Aon and realizing our vision of empowering human and economic possibility. To learn more visit Aon Colleague Experience. About Aon: Aon plc (NYSE:AON) is a leading global professional services firm providing a broad range of risk, retirement and health solutions. Our,000 colleagues in0 countries empower results for clients by using proprietary data and analytics to deliver insights that reduce volatility and improve performance. Aon provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, age, disability, veteran, marital, or domestic partner status. Aon is committed to a diverse workforce and is an affirmative action employer. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation. Disclaimer: Nothing in this job description restricts management's right to assign or reassign duties and responsibilities to this job at any time.94523.",No Salary Listed
Full Stack Developer," Job Description. Job ID:20092 Location: REMOTE WORK , VA , US Date Posted:21-12-20 Category: Software Subcategory: SW Engineer Schedule: Full-time Shift: Day Job Travel: Yes, % of the Time Minimum Clearance Required: Secret Clearance Level Must Be Able to Obtain: None Potential for Remote Work: Yes Description. SAIC is seeking a Full Stack Developer to support the AF EITaaS team. This position is0% remote. Design, plan, develop, implement, and maintain software solutions across the EITaaS program, including business operations, product teams, and enhancing the end-user experience. Provides hands-on development in multiple technologies through system integrations, APIs, and process automation, utilizing programming skills and IVA/RPA technologies. Work with a team of individuals in an Enterprise program to implement scalable solutions in a secure DOD environment for a significant military customer. Automate business processes utilizing AI technology, machine learning, and enhance program resources performance, building efficient, scalable, and enterprise-level production processes. Programs, tests, and implements business solutions according to all SAFe Agile principles and industry standards. Engages with Product Owners and program stakeholders to develop acceptance criteria for features and user stories to meet business requirements. Actively participates in all SAFe Agile ceremonies. Participates in structured walkthroughs, secure coding, and technical reviews, ensuring application coding and design follow secure coding and design principles. Provides technical leadership and effectively communicates with all levels of management. Qualifications. Bachelor's degree in Computer Engineering, Computer Science, STEM field, or similarly qualified discipline (Advanced degree preferred), withyears of relevant experience. Additionalyears of relevant experience can be substituted for a Degree. Must be70 (at least IAT lvl compliant by date of hire. Active Secret Security clearance. Experience with enterprise-level Full Stack (Front-End, Back-End, and in between) application development to include: scripting, C#, C++, Java/J2EE, PowerShell, JavaScript, Angular, Microsoft .NET, HTML, CSS, in multiple platforms, Windows, Windows Server and Linux. Solid understanding of the current web, web application servers (Apache httpd, Apache Tomcat, IIS), APIs, web services (SOAP/REST), databases MySQL, MariaDB, Microsoft SQL Server. Understanding of containerization and familiarity with Docker. Kubernetes, and/or Jenkins. Knowledge of Microsoft AD, Azure AD, LDAP, and directory services. Excellent troubleshooting skills with the ability to work on and resolve complex technical issues. Experience developing and gathering requirements for complex enterprise systems. Strong analytical skills to interpret and translate business needs into application and operational requirements. Comfortable working0% remote and in highly matrixed environments, must be a self-starter. COVID Policy: Prospective and/or new employees are required to adhere with SAIC's vaccination policy. All SAIC employees must be fully vaccinated and they must submit proof of vaccination on their first day of employment. Prospective or new employees may seek an exemption to the vaccination requirement at Contact Us and must have an approved exemption prior to the start of their employment. Where work is performed strictly at a customer site, customer site vaccination requirements preempt SAIC's vaccination policy. Target salary range: $100,001 $125,000. The estimate displayed represents the typical salary range for this position based on experience and other factors. SAIC® is a premier Fortune0® technology integrator driving our nation's technology transformation. Our robust portfolio of offerings across the defense, space, civilian, and intelligence markets includes secure high-end solutions in engineering, digital, artificial intelligence, and mission solutions. Using our expertise and understanding of existing and emerging technologies, we integrate the best components from our own portfolio and our partner ecosystem to deliver innovative, effective, and efficient solutions that are critical to achieving our customers' missions. We are more than,500 strong; driven by mission, united by purpose, and inspired by opportunities. SAIC is an Equal Opportunity Employer, fostering a respectful work culture based on diversity, equity, and inclusion that values all contributors. Headquartered in Reston, Virginia, SAIC has annual revenues of approximately $7.1 billion. For more information, visit saic.com. My SAIC Benefits. ",No Salary Listed
